                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                0.69958,                0.71372,                 1.2444,                0.80408,                0.71114,                0.79837,                0.65539,                0.81341,                 1.0546,                 1.4124,             0.00023608,             0.00023608,             0.00023608
                    143,                0.71363,                0.69858,                 1.2373,                 0.8477,                0.68229,                0.79538,                0.66001,                0.80127,                 1.0543,                 1.4005,             0.00023228,             0.00023228,             0.00023228
                    144,                0.71192,                0.70705,                 1.2446,                0.81327,                0.70129,                0.79002,                0.65257,                0.80576,                 1.0455,                    1.4,             0.00022847,             0.00022847,             0.00022847
                    145,                0.68089,                0.69711,                 1.2313,                  0.855,                0.67614,                 0.7915,                0.65506,                0.80549,                  1.057,                 1.4012,             0.00022466,             0.00022466,             0.00022466
                    146,                0.68508,                0.68182,                 1.2232,                0.79931,                0.70435,                0.79422,                0.65671,                0.80424,                 1.0728,                 1.3872,             0.00022086,             0.00022086,             0.00022086
                    147,                0.69368,                 0.6997,                 1.2261,                0.83045,                0.68594,                0.79544,                  0.658,                0.80601,                 1.0593,                 1.4004,             0.00021705,             0.00021705,             0.00021705
                    148,                0.67523,                0.67863,                 1.2131,                0.80159,                0.70909,                0.79674,                0.66059,                0.80286,                 1.0423,                 1.4036,             0.00021324,             0.00021324,             0.00021324
                    149,                0.69062,                0.68882,                 1.2358,                0.85276,                0.68653,                0.80285,                0.66417,                 0.8042,                 1.0364,                  1.397,             0.00020944,             0.00020944,             0.00020944
                    150,                0.68253,                0.68401,                 1.2238,                0.78288,                0.70879,                0.79693,                0.65558,                0.79684,                  1.043,                 1.3864,             0.00020563,             0.00020563,             0.00020563
                    151,                 0.6851,                0.68425,                 1.2243,                0.81108,                0.69486,                0.79725,                0.65935,                0.78937,                 1.0527,                 1.3778,             0.00020182,             0.00020182,             0.00020182
                    152,                0.67667,                0.68274,                 1.2167,                0.80695,                0.69614,                0.79279,                 0.6528,                0.80921,                 1.0643,                 1.4045,             0.00019802,             0.00019802,             0.00019802
