                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.7263,                 2.0233,                 2.0873,                0.54833,                0.48114,                0.50127,                0.22921,                 2.0097,                 1.9588,                 2.5003,              0.0006733,              0.0006733,              0.0006733
                     35,                 1.7019,                 1.9886,                 2.0771,                0.53069,                0.46911,                0.48619,                 0.2322,                 2.0006,                 1.9349,                 2.5054,              0.0006634,              0.0006634,              0.0006634
                     36,                  1.717,                  1.977,                 2.0757,                0.69936,                0.44163,                0.50793,                0.23479,                 2.0184,                 1.8932,                 2.4839,              0.0006535,              0.0006535,              0.0006535
                     37,                 1.7166,                  1.968,                 2.0829,                0.52857,                0.46958,                0.49349,                0.22833,                 2.0258,                 1.9131,                 2.5234,              0.0006436,              0.0006436,              0.0006436
                     38,                 1.6912,                 1.9161,                 2.0499,                0.53528,                0.48764,                0.51832,                0.24565,                 2.0061,                 1.8801,                 2.4857,              0.0006337,              0.0006337,              0.0006337
                     39,                  1.688,                 1.9136,                 2.0536,                0.54708,                0.51204,                0.50801,                0.24159,                  1.999,                 1.8819,                 2.4913,              0.0006238,              0.0006238,              0.0006238
                     40,                 1.7004,                 1.9141,                 2.0578,                0.53829,                0.50492,                0.51217,                0.24137,                  1.997,                 1.8754,                 2.4811,              0.0006139,              0.0006139,              0.0006139
                     41,                  1.682,                  1.905,                  2.044,                0.62049,                0.46797,                0.51123,                0.24282,                 2.0133,                 1.8915,                 2.5174,               0.000604,               0.000604,               0.000604
                     42,                 1.6872,                 1.8586,                 2.0313,                0.52683,                0.51283,                0.51723,                0.24369,                 2.0202,                 1.8615,                 2.5045,              0.0005941,              0.0005941,              0.0005941
                     43,                 1.6766,                 1.8911,                 2.0333,                0.52625,                0.50974,                0.51606,                0.23795,                 2.0161,                 1.8731,                  2.494,              0.0005842,              0.0005842,              0.0005842
                     44,                 1.6713,                 1.8593,                 2.0233,                0.57168,                0.48129,                 0.5196,                0.24172,                 2.0147,                 1.8528,                 2.4839,              0.0005743,              0.0005743,              0.0005743
